Model,MSO2024B
Firmware Version,1.56

Point Format,Y
Horizontal Units,Hz
Horizontal Scale,130200
Sample Interval,260.4
Filter Frequency,2e+08
Record Length,5000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,NONE
Vertical Offset,0
Vertical Scale,20
Label,
TIME,MATH
5.0205e+05,-64.0812
5.0231e+05,-62.5781
5.0257e+05,-61.0719
5.0283e+05,-61.0719
5.0309e+05,-61.0719
5.0335e+05,-61.0719
5.0361e+05,-61.0719
5.0387e+05,-62.5781
5.0413e+05,-64.0812
5.0439e+05,-61.0719
5.0466e+05,-58.0625
5.0492e+05,-58.0625
5.0518e+05,-58.0625
5.0544e+05,-59.5688
5.0570e+05,-61.0719
5.0596e+05,-61.0719
5.0622e+05,-61.0719
5.0648e+05,-61.0719
5.0674e+05,-61.0719
5.0700e+05,-61.0719
5.0726e+05,-61.0719
5.0752e+05,-62.5781
5.0778e+05,-64.0812
5.0804e+05,-64.0812
5.0830e+05,-64.0812
5.0856e+05,-62.5781
5.0882e+05,-61.0719
5.0908e+05,-61.0719
5.0934e+05,-61.0719
5.0960e+05,-59.0844
5.0986e+05,-57.0938
5.1012e+05,-59.0844
5.1038e+05,-61.0719
5.1064e+05,-62.5781
5.1090e+05,-64.0812
5.1117e+05,-62.5781
5.1143e+05,-61.0719
5.1169e+05,-61.0719
5.1195e+05,-61.0719
5.1221e+05,-61.0719
5.1247e+05,-61.0719
5.1273e+05,-61.0719
5.1299e+05,-61.0719
5.1325e+05,-62.5781
5.1351e+05,-64.0812
5.1377e+05,-62.5781
5.1403e+05,-61.0719
5.1429e+05,-62.5781
5.1455e+05,-64.0812
5.1481e+05,-62.5781
5.1507e+05,-61.0719
5.1533e+05,-62.5781
5.1559e+05,-64.0812
5.1585e+05,-62.5781
5.1611e+05,-61.0719
5.1637e+05,-59.0844
5.1663e+05,-57.0938
5.1689e+05,-60.5875
5.1715e+05,-64.0812
5.1741e+05,-60.5875
5.1768e+05,-57.0938
5.1794e+05,-59.0844
5.1820e+05,-61.0719
5.1846e+05,-62.5781
5.1872e+05,-64.0812
5.1898e+05,-64.0812
5.1924e+05,-64.0812
5.1950e+05,-64.0812
5.1976e+05,-64.0812
5.2002e+05,-62.5781
5.2028e+05,-61.0719
5.2054e+05,-62.5781
5.2080e+05,-64.0812
5.2106e+05,-60.5875
5.2132e+05,-57.0938
5.2158e+05,-60.5875
5.2184e+05,-64.0812
5.2210e+05,-59.5688
5.2236e+05,-55.0531
5.2262e+05,-59.5688
5.2288e+05,-64.0812
5.2314e+05,-62.5781
5.2340e+05,-61.0719
5.2366e+05,-62.5781
5.2392e+05,-64.0812
5.2419e+05,-62.5781
5.2445e+05,-61.0719
5.2471e+05,-62.5781
5.2497e+05,-64.0812
5.2523e+05,-60.5875
5.2549e+05,-57.0938
5.2575e+05,-60.5875
5.2601e+05,-64.0812
5.2627e+05,-64.0812
5.2653e+05,-64.0812
5.2679e+05,-64.0812
5.2705e+05,-64.0812
5.2731e+05,-64.0812
5.2757e+05,-64.0812
5.2783e+05,-61.0719
5.2809e+05,-58.0625
5.2835e+05,-61.0719
5.2861e+05,-64.0812
5.2887e+05,-60.5875
5.2913e+05,-57.0938
5.2939e+05,-60.5875
5.2965e+05,-64.0812
5.2991e+05,-62.5781
5.3017e+05,-61.0719
5.3043e+05,-62.5781
5.3070e+05,-64.0812
5.3096e+05,-62.5781
5.3122e+05,-61.0719
5.3148e+05,-62.5781
5.3174e+05,-64.0812
5.3200e+05,-62.5781
5.3226e+05,-61.0719
5.3252e+05,-62.5781
5.3278e+05,-64.0812
5.3304e+05,-59.5688
5.3330e+05,-55.0531
5.3356e+05,-59.5688
5.3382e+05,-64.0812
5.3408e+05,-64.0812
5.3434e+05,-64.0812
5.3460e+05,-61.0719
5.3486e+05,-58.0625
5.3512e+05,-59.5688
5.3538e+05,-61.0719
5.3564e+05,-62.5781
5.3590e+05,-64.0812
5.3616e+05,-62.5781
5.3642e+05,-61.0719
5.3668e+05,-61.0719
5.3694e+05,-61.0719
5.3721e+05,-61.0719
5.3747e+05,-61.0719
5.3773e+05,-61.0719
5.3799e+05,-61.0719
5.3825e+05,-61.0719
5.3851e+05,-61.0719
5.3877e+05,-61.0719
5.3903e+05,-61.0719
5.3929e+05,-59.0844
5.3955e+05,-57.0938
5.3981e+05,-60.5875
5.4007e+05,-64.0812
5.4033e+05,-62.5781
5.4059e+05,-61.0719
5.4085e+05,-59.0844
5.4111e+05,-57.0938
5.4137e+05,-59.0844
5.4163e+05,-61.0719
5.4189e+05,-62.5781
5.4215e+05,-64.0812
5.4241e+05,-62.5781
5.4267e+05,-61.0719
5.4293e+05,-61.0719
5.4319e+05,-61.0719
5.4345e+05,-59.5688
5.4372e+05,-58.0625
5.4398e+05,-61.0719
5.4424e+05,-64.0812
5.4450e+05,-64.0812
5.4476e+05,-64.0812
5.4502e+05,-64.0812
5.4528e+05,-64.0812
5.4554e+05,-62.5781
5.4580e+05,-61.0719
5.4606e+05,-62.5781
5.4632e+05,-64.0812
5.4658e+05,-62.5781
5.4684e+05,-61.0719
5.4710e+05,-61.0719
5.4736e+05,-61.0719
5.4762e+05,-61.0719
5.4788e+05,-61.0719
5.4814e+05,-62.5781
5.4840e+05,-64.0812
5.4866e+05,-64.0812
5.4892e+05,-64.0812
5.4918e+05,-62.5781
5.4944e+05,-61.0719
5.4970e+05,-61.0719
5.4996e+05,-61.0719
5.5023e+05,-62.5781
5.5049e+05,-64.0812
5.5075e+05,-60.5875
5.5101e+05,-57.0938
5.5127e+05,-60.5875
5.5153e+05,-64.0812
5.5179e+05,-64.0812
5.5205e+05,-64.0812
5.5231e+05,-62.5781
5.5257e+05,-61.0719
5.5283e+05,-61.0719
5.5309e+05,-61.0719
5.5335e+05,-62.5781
5.5361e+05,-64.0812
5.5387e+05,-64.0812
5.5413e+05,-64.0812
5.5439e+05,-62.5781
5.5465e+05,-61.0719
5.5491e+05,-62.5781
5.5517e+05,-64.0812
5.5543e+05,-62.5781
5.5569e+05,-61.0719
5.5595e+05,-62.5781
5.5621e+05,-64.0812
5.5647e+05,-62.5781
5.5674e+05,-61.0719
5.5700e+05,-59.0844
5.5726e+05,-57.0938
5.5752e+05,-60.5875
5.5778e+05,-64.0812
5.5804e+05,-62.5781
5.5830e+05,-61.0719
5.5856e+05,-61.0719
5.5882e+05,-61.0719
5.5908e+05,-62.5781
5.5934e+05,-64.0812
5.5960e+05,-64.0812
5.5986e+05,-64.0812
5.6012e+05,-62.5781
5.6038e+05,-61.0719
5.6064e+05,-62.5781
5.6090e+05,-64.0812
5.6116e+05,-62.5781
5.6142e+05,-61.0719
5.6168e+05,-62.5781
5.6194e+05,-64.0812
5.6220e+05,-62.5781
5.6246e+05,-61.0719
5.6272e+05,-59.0844
5.6298e+05,-57.0938
5.6325e+05,-60.5875
5.6351e+05,-64.0812
5.6377e+05,-64.0812
5.6403e+05,-64.0812
5.6429e+05,-64.0812
5.6455e+05,-64.0812
5.6481e+05,-60.5875
5.6507e+05,-57.0938
5.6533e+05,-60.5875
5.6559e+05,-64.0812
5.6585e+05,-62.5781
5.6611e+05,-61.0719
5.6637e+05,-61.0719
5.6663e+05,-61.0719
5.6689e+05,-62.5781
5.6715e+05,-64.0812
5.6741e+05,-64.0812
5.6767e+05,-64.0812
5.6793e+05,-60.5875
5.6819e+05,-57.0938
5.6845e+05,-60.5875
5.6871e+05,-64.0812
5.6897e+05,-62.5781
5.6923e+05,-61.0719
5.6949e+05,-61.0719
5.6976e+05,-61.0719
5.7002e+05,-61.0719
5.7028e+05,-61.0719
5.7054e+05,-62.5781
5.7080e+05,-64.0812
5.7106e+05,-64.0812
5.7132e+05,-64.0812
5.7158e+05,-62.5781
5.7184e+05,-61.0719
5.7210e+05,-61.0719
5.7236e+05,-61.0719
5.7262e+05,-62.5781
5.7288e+05,-64.0812
5.7314e+05,-62.5781
5.7340e+05,-61.0719
5.7366e+05,-62.5781
5.7392e+05,-64.0812
5.7418e+05,-59.5688
5.7444e+05,-55.0531
5.7470e+05,-58.0625
5.7496e+05,-61.0719
5.7522e+05,-62.5781
5.7548e+05,-64.0812
5.7574e+05,-62.5781
5.7600e+05,-61.0719
5.7627e+05,-59.0844
5.7653e+05,-57.0938
5.7679e+05,-59.0844
5.7705e+05,-61.0719
5.7731e+05,-61.0719
5.7757e+05,-61.0719
5.7783e+05,-59.0844
5.7809e+05,-57.0938
5.7835e+05,-59.0844
5.7861e+05,-61.0719
5.7887e+05,-61.0719
5.7913e+05,-61.0719
5.7939e+05,-62.5781
5.7965e+05,-64.0812
5.7991e+05,-62.5781
5.8017e+05,-61.0719
5.8043e+05,-62.5781
5.8069e+05,-64.0812
5.8095e+05,-60.5875
5.8121e+05,-57.0938
5.8147e+05,-60.5875
5.8173e+05,-64.0812
5.8199e+05,-64.0812
5.8225e+05,-64.0812
5.8251e+05,-64.0812
5.8278e+05,-64.0812
5.8304e+05,-62.5781
5.8330e+05,-61.0719
5.8356e+05,-62.5781
5.8382e+05,-64.0812
5.8408e+05,-62.5781
5.8434e+05,-61.0719
5.8460e+05,-62.5781
5.8486e+05,-64.0812
5.8512e+05,-62.5781
5.8538e+05,-61.0719
5.8564e+05,-62.5781
5.8590e+05,-64.0812
5.8616e+05,-60.5875
5.8642e+05,-57.0938
5.8668e+05,-60.5875
5.8694e+05,-64.0812
5.8720e+05,-62.5781
5.8746e+05,-61.0719
5.8772e+05,-61.0719
5.8798e+05,-61.0719
5.8824e+05,-61.0719
5.8850e+05,-61.0719
5.8876e+05,-61.0719
5.8902e+05,-61.0719
5.8929e+05,-62.5781
5.8955e+05,-64.0812
5.8981e+05,-62.5781
5.9007e+05,-61.0719
5.9033e+05,-62.5781
5.9059e+05,-64.0812
5.9085e+05,-62.5781
5.9111e+05,-61.0719
5.9137e+05,-62.5781
5.9163e+05,-64.0812
5.9189e+05,-64.0812
5.9215e+05,-64.0812
5.9241e+05,-62.5781
5.9267e+05,-61.0719
5.9293e+05,-62.5781
5.9319e+05,-64.0812
5.9345e+05,-62.5781
5.9371e+05,-61.0719
5.9397e+05,-62.5781
5.9423e+05,-64.0812
5.9449e+05,-62.5781
5.9475e+05,-61.0719
5.9501e+05,-61.0719
5.9527e+05,-61.0719
5.9553e+05,-61.0719
5.9580e+05,-61.0719
5.9606e+05,-62.5781
5.9632e+05,-64.0812
5.9658e+05,-62.5781
5.9684e+05,-61.0719
5.9710e+05,-62.5781
5.9736e+05,-64.0812
5.9762e+05,-62.5781
5.9788e+05,-61.0719
5.9814e+05,-62.5781
5.9840e+05,-64.0812
5.9866e+05,-62.5781
5.9892e+05,-61.0719
5.9918e+05,-62.5781
5.9944e+05,-64.0812
5.9970e+05,-60.5875
5.9996e+05,-57.0938
6.0022e+05,-60.5875
6.0048e+05,-64.0812
6.0074e+05,-64.0812
6.0100e+05,-64.0812
6.0126e+05,-64.0812
6.0152e+05,-64.0812
6.0178e+05,-64.0812
6.0204e+05,-64.0812
6.0231e+05,-64.0812
6.0257e+05,-64.0812
6.0283e+05,-62.5781
6.0309e+05,-61.0719
6.0335e+05,-62.5781
6.0361e+05,-64.0812
6.0387e+05,-62.5781
6.0413e+05,-61.0719
6.0439e+05,-62.5781
6.0465e+05,-64.0812
6.0491e+05,-62.5781
6.0517e+05,-61.0719
6.0543e+05,-61.0719
6.0569e+05,-61.0719
6.0595e+05,-62.5781
6.0621e+05,-64.0812
6.0647e+05,-64.0812
6.0673e+05,-64.0812
6.0699e+05,-62.5781
6.0725e+05,-61.0719
6.0751e+05,-62.5781
6.0777e+05,-64.0812
6.0803e+05,-64.0812
6.0829e+05,-64.0812
6.0855e+05,-62.5781
6.0882e+05,-61.0719
6.0908e+05,-61.0719
6.0934e+05,-61.0719
6.0960e+05,-62.5781
6.0986e+05,-64.0812
6.1012e+05,-62.5781
6.1038e+05,-61.0719
6.1064e+05,-62.5781
6.1090e+05,-64.0812
6.1116e+05,-62.5781
6.1142e+05,-61.0719
6.1168e+05,-58.0625
6.1194e+05,-55.0531
6.1220e+05,-59.5688
6.1246e+05,-64.0812
6.1272e+05,-62.5781
6.1298e+05,-61.0719
6.1324e+05,-61.0719
6.1350e+05,-61.0719
6.1376e+05,-62.5781
6.1402e+05,-64.0812
6.1428e+05,-62.5781
6.1454e+05,-61.0719
6.1480e+05,-62.5781
6.1506e+05,-64.0812
6.1533e+05,-62.5781
6.1559e+05,-61.0719
6.1585e+05,-59.0844
6.1611e+05,-57.0938
6.1637e+05,-59.0844
6.1663e+05,-61.0719
6.1689e+05,-59.5688
6.1715e+05,-58.0625
6.1741e+05,-61.0719
6.1767e+05,-64.0812
6.1793e+05,-60.5875
6.1819e+05,-57.0938
6.1845e+05,-59.0844
6.1871e+05,-61.0719
6.1897e+05,-62.5781
6.1923e+05,-64.0812
6.1949e+05,-64.0812
6.1975e+05,-64.0812
6.2001e+05,-62.5781
6.2027e+05,-61.0719
6.2053e+05,-62.5781
6.2079e+05,-64.0812
6.2105e+05,-62.5781
6.2131e+05,-61.0719
6.2157e+05,-61.0719
6.2184e+05,-61.0719
6.2210e+05,-61.0719
6.2236e+05,-61.0719
6.2262e+05,-62.5781
6.2288e+05,-64.0812
6.2314e+05,-62.5781
6.2340e+05,-61.0719
6.2366e+05,-58.0625
6.2392e+05,-55.0531
6.2418e+05,-59.5688
6.2444e+05,-64.0812
6.2470e+05,-60.5875
6.2496e+05,-57.0938
6.2522e+05,-60.5875
6.2548e+05,-64.0812
6.2574e+05,-64.0812
6.2600e+05,-64.0812
6.2626e+05,-62.5781
6.2652e+05,-61.0719
6.2678e+05,-61.0719
6.2704e+05,-61.0719
6.2730e+05,-62.5781
6.2756e+05,-64.0812
6.2782e+05,-62.5781
6.2808e+05,-61.0719
6.2835e+05,-62.5781
6.2861e+05,-64.0812
6.2887e+05,-64.0812
6.2913e+05,-64.0812
6.2939e+05,-62.5781
6.2965e+05,-61.0719
6.2991e+05,-62.5781
6.3017e+05,-64.0812
6.3043e+05,-64.0812
6.3069e+05,-64.0812
6.3095e+05,-59.5688
6.3121e+05,-55.0531
6.3147e+05,-58.0625
6.3173e+05,-61.0719
6.3199e+05,-62.5781
6.3225e+05,-64.0812
6.3251e+05,-59.5688
6.3277e+05,-55.0531
6.3303e+05,-59.5688
6.3329e+05,-64.0812
6.3355e+05,-62.5781
6.3381e+05,-61.0719
6.3407e+05,-62.5781
6.3433e+05,-64.0812
6.3459e+05,-62.5781
6.3486e+05,-61.0719
6.3512e+05,-61.0719
6.3538e+05,-61.0719
6.3564e+05,-62.5781
6.3590e+05,-64.0812
6.3616e+05,-62.5781
6.3642e+05,-61.0719
6.3668e+05,-61.0719
6.3694e+05,-61.0719
6.3720e+05,-59.0844
6.3746e+05,-57.0938
6.3772e+05,-59.0844
6.3798e+05,-61.0719
6.3824e+05,-62.5781
6.3850e+05,-64.0812
6.3876e+05,-64.0812
6.3902e+05,-64.0812
6.3928e+05,-62.5781
6.3954e+05,-61.0719
6.3980e+05,-61.0719
6.4006e+05,-61.0719
6.4032e+05,-62.5781
6.4058e+05,-64.0812
6.4084e+05,-62.5781
6.4110e+05,-61.0719
6.4137e+05,-62.5781
6.4163e+05,-64.0812
6.4189e+05,-64.0812
6.4215e+05,-64.0812
6.4241e+05,-62.5781
6.4267e+05,-61.0719
6.4293e+05,-61.0719
6.4319e+05,-61.0719
6.4345e+05,-62.5781
6.4371e+05,-64.0812
6.4397e+05,-64.0812
6.4423e+05,-64.0812
6.4449e+05,-62.5781
6.4475e+05,-61.0719
6.4501e+05,-59.0844
6.4527e+05,-57.0938
6.4553e+05,-57.0938
6.4579e+05,-57.0938
6.4605e+05,-59.0844
6.4631e+05,-61.0719
6.4657e+05,-59.0844
6.4683e+05,-57.0938
6.4709e+05,-60.5875
6.4735e+05,-64.0812
6.4761e+05,-62.5781
6.4788e+05,-61.0719
6.4814e+05,-62.5781
6.4840e+05,-64.0812
6.4866e+05,-62.5781
6.4892e+05,-61.0719
6.4918e+05,-62.5781
6.4944e+05,-64.0812
6.4970e+05,-64.0812
6.4996e+05,-64.0812
6.5022e+05,-60.5875
6.5048e+05,-57.0938
6.5074e+05,-59.0844
6.5100e+05,-61.0719
6.5126e+05,-61.0719
6.5152e+05,-61.0719
6.5178e+05,-62.5781
6.5204e+05,-64.0812
6.5230e+05,-64.0812
6.5256e+05,-64.0812
6.5282e+05,-64.0812
6.5308e+05,-64.0812
6.5334e+05,-64.0812
6.5360e+05,-64.0812
6.5386e+05,-64.0812
6.5412e+05,-64.0812
6.5439e+05,-64.0812
6.5465e+05,-64.0812
6.5491e+05,-62.5781
6.5517e+05,-61.0719
6.5543e+05,-62.5781
6.5569e+05,-64.0812
6.5595e+05,-64.0812
6.5621e+05,-64.0812
6.5647e+05,-62.5781
6.5673e+05,-61.0719
6.5699e+05,-62.5781
6.5725e+05,-64.0812
6.5751e+05,-64.0812
6.5777e+05,-64.0812
6.5803e+05,-64.0812
6.5829e+05,-64.0812
6.5855e+05,-62.5781
6.5881e+05,-61.0719
6.5907e+05,-62.5781
6.5933e+05,-64.0812
6.5959e+05,-62.5781
6.5985e+05,-61.0719
6.6011e+05,-62.5781
6.6037e+05,-64.0812
6.6063e+05,-64.0812
6.6090e+05,-64.0812
6.6116e+05,-62.5781
6.6142e+05,-61.0719
6.6168e+05,-62.5781
6.6194e+05,-64.0812
6.6220e+05,-64.0812
6.6246e+05,-64.0812
6.6272e+05,-62.5781
6.6298e+05,-61.0719
6.6324e+05,-62.5781
6.6350e+05,-64.0812
6.6376e+05,-64.0812
6.6402e+05,-64.0812
6.6428e+05,-64.0812
6.6454e+05,-64.0812
6.6480e+05,-64.0812
6.6506e+05,-64.0812
6.6532e+05,-64.0812
6.6558e+05,-64.0812
6.6584e+05,-64.0812
6.6610e+05,-64.0812
6.6636e+05,-64.0812
6.6662e+05,-64.0812
6.6688e+05,-64.0812
6.6714e+05,-64.0812
6.6741e+05,-64.0812
6.6767e+05,-64.0812
6.6793e+05,-64.0812
6.6819e+05,-64.0812
6.6845e+05,-64.0812
6.6871e+05,-64.0812
6.6897e+05,-64.0812
6.6923e+05,-64.0812
6.6949e+05,-64.0812
6.6975e+05,-64.0812
6.7001e+05,-62.5781
6.7027e+05,-61.0719
6.7053e+05,-62.5781
6.7079e+05,-64.0812
6.7105e+05,-64.0812
6.7131e+05,-64.0812
6.7157e+05,-60.5875
6.7183e+05,-57.0938
6.7209e+05,-59.0844
6.7235e+05,-61.0719
6.7261e+05,-62.5781
6.7287e+05,-64.0812
6.7313e+05,-64.0812
6.7339e+05,-64.0812
6.7365e+05,-64.0812
6.7392e+05,-64.0812
6.7418e+05,-62.5781
6.7444e+05,-61.0719
6.7470e+05,-62.5781
6.7496e+05,-64.0812
6.7522e+05,-62.5781
6.7548e+05,-61.0719
6.7574e+05,-62.5781
6.7600e+05,-64.0812
6.7626e+05,-62.5781
6.7652e+05,-61.0719
6.7678e+05,-62.5781
6.7704e+05,-64.0812
6.7730e+05,-64.0812
6.7756e+05,-64.0812
6.7782e+05,-62.5781
6.7808e+05,-61.0719
6.7834e+05,-62.5781
6.7860e+05,-64.0812
6.7886e+05,-64.0812
6.7912e+05,-64.0812
6.7938e+05,-64.0812
6.7964e+05,-64.0812
6.7990e+05,-62.5781
6.8016e+05,-61.0719
6.8043e+05,-62.5781
6.8069e+05,-64.0812
6.8095e+05,-62.5781
6.8121e+05,-61.0719
6.8147e+05,-62.5781
6.8173e+05,-64.0812
6.8199e+05,-64.0812
6.8225e+05,-64.0812
6.8251e+05,-64.0812
6.8277e+05,-64.0812
6.8303e+05,-62.5781
6.8329e+05,-61.0719
6.8355e+05,-62.5781
6.8381e+05,-64.0812
6.8407e+05,-62.5781
6.8433e+05,-61.0719
6.8459e+05,-62.5781
6.8485e+05,-64.0812
6.8511e+05,-61.0719
6.8537e+05,-58.0625
6.8563e+05,-61.0719
6.8589e+05,-64.0812
6.8615e+05,-64.0812
6.8641e+05,-64.0812
6.8667e+05,-64.0812
6.8694e+05,-64.0812
6.8720e+05,-62.5781
6.8746e+05,-61.0719
6.8772e+05,-61.0719
6.8798e+05,-61.0719
6.8824e+05,-61.0719
6.8850e+05,-61.0719
6.8876e+05,-62.5781
6.8902e+05,-64.0812
6.8928e+05,-64.0812
6.8954e+05,-64.0812
6.8980e+05,-62.5781
6.9006e+05,-61.0719
6.9032e+05,-62.5781
6.9058e+05,-64.0812
6.9084e+05,-64.0812
6.9110e+05,-64.0812
6.9136e+05,-61.0719
6.9162e+05,-58.0625
6.9188e+05,-61.0719
6.9214e+05,-64.0812
6.9240e+05,-64.0812
6.9266e+05,-64.0812
6.9292e+05,-62.5781
6.9318e+05,-61.0719
6.9345e+05,-62.5781
6.9371e+05,-64.0812
6.9397e+05,-62.5781
6.9423e+05,-61.0719
6.9449e+05,-62.5781
6.9475e+05,-64.0812
6.9501e+05,-64.0812
6.9527e+05,-64.0812
6.9553e+05,-61.0719
6.9579e+05,-58.0625
6.9605e+05,-59.5688
6.9631e+05,-61.0719
6.9657e+05,-62.5781
6.9683e+05,-64.0812
6.9709e+05,-64.0812
6.9735e+05,-64.0812
6.9761e+05,-64.0812
6.9787e+05,-64.0812
6.9813e+05,-64.0812
6.9839e+05,-64.0812
6.9865e+05,-64.0812
6.9891e+05,-64.0812
6.9917e+05,-62.5781
6.9943e+05,-61.0719
6.9969e+05,-62.5781
6.9996e+05,-64.0812
7.0022e+05,-64.0812
7.0048e+05,-64.0812
7.0074e+05,-62.5781
7.0100e+05,-61.0719
7.0126e+05,-62.5781
7.0152e+05,-64.0812
7.0178e+05,-64.0812
7.0204e+05,-64.0812
7.0230e+05,-64.0812
7.0256e+05,-64.0812
7.0282e+05,-64.0812
7.0308e+05,-64.0812
7.0334e+05,-64.0812
7.0360e+05,-64.0812
7.0386e+05,-62.5781
7.0412e+05,-61.0719
7.0438e+05,-62.5781
7.0464e+05,-64.0812
7.0490e+05,-64.0812
7.0516e+05,-64.0812
7.0542e+05,-64.0812
7.0568e+05,-64.0812
7.0594e+05,-62.5781
7.0620e+05,-61.0719
7.0647e+05,-62.5781
7.0673e+05,-64.0812
7.0699e+05,-62.5781
7.0725e+05,-61.0719
7.0751e+05,-62.5781
7.0777e+05,-64.0812
7.0803e+05,-62.5781
7.0829e+05,-61.0719
7.0855e+05,-62.5781
7.0881e+05,-64.0812
7.0907e+05,-62.5781
7.0933e+05,-61.0719
7.0959e+05,-62.5781
7.0985e+05,-64.0812
7.1011e+05,-64.0812
7.1037e+05,-64.0812
7.1063e+05,-60.5875
7.1089e+05,-57.0938
7.1115e+05,-60.5875
7.1141e+05,-64.0812
7.1167e+05,-64.0812
7.1193e+05,-64.0812
7.1219e+05,-62.5781
7.1245e+05,-61.0719
7.1271e+05,-62.5781
7.1298e+05,-64.0812
7.1324e+05,-64.0812
7.1350e+05,-64.0812
7.1376e+05,-64.0812
7.1402e+05,-64.0812
7.1428e+05,-64.0812
7.1454e+05,-64.0812
7.1480e+05,-62.5781
7.1506e+05,-61.0719
7.1532e+05,-62.5781
7.1558e+05,-64.0812
7.1584e+05,-62.5781
7.1610e+05,-61.0719
7.1636e+05,-62.5781
7.1662e+05,-64.0812
7.1688e+05,-64.0812
7.1714e+05,-64.0812
7.1740e+05,-64.0812
7.1766e+05,-64.0812
7.1792e+05,-64.0812
7.1818e+05,-64.0812
7.1844e+05,-64.0812
7.1870e+05,-64.0812
7.1896e+05,-64.0812
7.1922e+05,-64.0812
7.1949e+05,-62.5781
7.1975e+05,-61.0719
7.2001e+05,-62.5781
7.2027e+05,-64.0812
7.2053e+05,-64.0812
7.2079e+05,-64.0812
7.2105e+05,-64.0812
7.2131e+05,-64.0812
7.2157e+05,-64.0812
7.2183e+05,-64.0812
7.2209e+05,-62.5781
7.2235e+05,-61.0719
7.2261e+05,-62.5781
7.2287e+05,-64.0812
7.2313e+05,-62.5781
7.2339e+05,-61.0719
7.2365e+05,-62.5781
7.2391e+05,-64.0812
7.2417e+05,-64.0812
7.2443e+05,-64.0812
7.2469e+05,-64.0812
7.2495e+05,-64.0812
7.2521e+05,-64.0812
7.2547e+05,-64.0812
7.2573e+05,-64.0812
7.2600e+05,-64.0812
7.2626e+05,-64.0812
7.2652e+05,-64.0812
7.2678e+05,-64.0812
7.2704e+05,-64.0812
7.2730e+05,-64.0812
7.2756e+05,-64.0812
7.2782e+05,-64.0812
7.2808e+05,-64.0812
7.2834e+05,-64.0812
7.2860e+05,-64.0812
7.2886e+05,-64.0812
7.2912e+05,-64.0812
7.2938e+05,-64.0812
7.2964e+05,-64.0812
7.2990e+05,-64.0812
7.3016e+05,-64.0812
7.3042e+05,-64.0812
7.3068e+05,-64.0812
7.3094e+05,-64.0812
7.3120e+05,-64.0812
7.3146e+05,-64.0812
7.3172e+05,-64.0812
7.3198e+05,-64.0812
7.3224e+05,-64.0812
7.3251e+05,-64.0812
7.3277e+05,-64.0812
7.3303e+05,-62.5781
7.3329e+05,-61.0719
7.3355e+05,-62.5781
7.3381e+05,-64.0812
7.3407e+05,-62.5781
7.3433e+05,-61.0719
7.3459e+05,-62.5781
7.3485e+05,-64.0812
7.3511e+05,-64.0812
7.3537e+05,-64.0812
7.3563e+05,-64.0812
7.3589e+05,-64.0812
7.3615e+05,-64.0812
7.3641e+05,-64.0812
7.3667e+05,-64.0812
7.3693e+05,-64.0812
7.3719e+05,-64.0812
7.3745e+05,-64.0812
7.3771e+05,-62.5781
7.3797e+05,-61.0719
7.3823e+05,-62.5781
7.3849e+05,-64.0812
7.3875e+05,-62.5781
7.3902e+05,-61.0719
7.3928e+05,-62.5781
7.3954e+05,-64.0812
7.3980e+05,-64.0812
7.4006e+05,-64.0812
7.4032e+05,-64.0812
7.4058e+05,-64.0812
7.4084e+05,-64.0812
7.4110e+05,-64.0812
7.4136e+05,-64.0812
7.4162e+05,-64.0812
7.4188e+05,-64.0812
7.4214e+05,-64.0812
7.4240e+05,-64.0812
7.4266e+05,-64.0812
7.4292e+05,-64.0812
7.4318e+05,-64.0812
7.4344e+05,-62.5781
7.4370e+05,-61.0719
7.4396e+05,-61.0719
7.4422e+05,-61.0719
7.4448e+05,-62.5781
7.4474e+05,-64.0812
7.4500e+05,-64.0812
7.4526e+05,-64.0812
7.4553e+05,-62.5781
7.4579e+05,-61.0719
7.4605e+05,-62.5781
7.4631e+05,-64.0812
7.4657e+05,-62.5781
7.4683e+05,-61.0719
7.4709e+05,-62.5781
7.4735e+05,-64.0812
7.4761e+05,-64.0812
7.4787e+05,-64.0812
7.4813e+05,-64.0812
7.4839e+05,-64.0812
7.4865e+05,-64.0812
7.4891e+05,-64.0812
7.4917e+05,-62.5781
7.4943e+05,-61.0719
7.4969e+05,-62.5781
7.4995e+05,-64.0812
7.5021e+05,-62.5781
7.5047e+05,-61.0719
7.5073e+05,-59.0844
7.5099e+05,-57.0938
7.5125e+05,-60.5875
7.5151e+05,-64.0812
7.5177e+05,-64.0812
7.5204e+05,-64.0812
7.5230e+05,-62.5781
7.5256e+05,-61.0719
7.5282e+05,-62.5781
7.5308e+05,-64.0812
7.5334e+05,-64.0812
7.5360e+05,-64.0812
7.5386e+05,-64.0812
7.5412e+05,-64.0812
7.5438e+05,-64.0812
7.5464e+05,-64.0812
7.5490e+05,-62.5781
7.5516e+05,-61.0719
7.5542e+05,-62.5781
7.5568e+05,-64.0812
7.5594e+05,-61.0719
7.5620e+05,-58.0625
7.5646e+05,-61.0719
7.5672e+05,-64.0812
7.5698e+05,-64.0812
7.5724e+05,-64.0812
7.5750e+05,-62.5781
7.5776e+05,-61.0719
7.5802e+05,-62.5781
7.5828e+05,-64.0812
7.5855e+05,-64.0812
7.5881e+05,-64.0812
7.5907e+05,-62.5781
7.5933e+05,-61.0719
